type,capacity,name,price,score,avg_review,reviews_count
Apartamentos,92.0,Central Deluxe Apartments by Apolo Homes,"US$1,168","9.0
Scored 9.0",Wonderful,119
Apartamentos,92.0,Siloe Plaza,US$892,"7.8
Scored 7.8",Good,743
Apartamentos,92.0,ADANAR-Las Columnas,US$893,"8.6
Scored 8.6",Excellent,"1,375"
Apartamentos,92.0,Apartamentos Correo Viejo de Granada,"US$1,311","8.5
Scored 8.5",Very Good,805
Apartamentos,92.0,Apartamentos Turísticos Centro,US$609,"8.7
Scored 8.7",Excellent,307
Apartamentos,92.0,Bib Rambla Luxury Apartments by Apolo Homes,"US$2,360","9.4
Scored 9.4",Wonderful,250
Apartamentos,92.0,BiBo Suites Gran Vía,US$730,"9.0
Scored 9.0",Wonderful,"3,300"
Apartamentos,92.0,Palacio Almagra,US$658,"8.8
Scored 8.8",Excellent,585
Apartamentos,92.0,HNN GRANADA,US$809,"9.7
Scored 9.7",Exceptional,473
Apartamentos,92.0,Chezmoihomes Plaza Nueva Luxury,US$866,"8.5
Scored 8.5",Very Good,76
Apartamentos,92.0,Be Free Granada,US$606,"8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,92.0,EnjoyGranada LUJO Piscina y Parking,US$669,"9.1
Scored 9.1",Wonderful,154
Apartamentos,92.0,Palacio Cabrera - Lillo,US$854,"9.1
Scored 9.1",Wonderful,"2,374"
Apartamentos,92.0,Mosaiko Homes Catedral Granada,"US$1,194","9.5
Scored 9.5",Exceptional,"1,015"
Apartamentos,92.0,Loft Homelike,US$903,"9.3
Scored 9.3",Wonderful,18
Apartamentos,92.0,PATIOdeLUZ - Stylish apartments in Párraga 13,US$892,"9.5
Scored 9.5",Exceptional,464
Apartamentos,92.0,Chezmoihomes Apartment Cathedral 2 dormitorios,US$698,"8.4
Scored 8.4",Very Good,86
Apartamentos,92.0,C&V Apartamentos - Horno de Marina,US$693,"8.3
Scored 8.3",Very Good,"1,257"
Apartamentos,92.0,Chezmoihomes Plaza Nueva Deluxe,"US$1,144","9.0
Scored 9.0",Wonderful,279
Apartamentos,92.0,Casas del Albaicín,US$837,"8.9
Scored 8.9",Excellent,781
Apartamentos,92.0,Granada Luxury Apartments by Apolo Homes,"US$1,173","9.0
Scored 9.0",Wonderful,492
Apartamentos,92.0,Carmen de Vidal - Un mirador a la Alhambra,"US$1,466","9.4
Scored 9.4",Wonderful,166
Apartamentos,92.0,Carmen Vistas de la Alhambra,US$890,"7.7
Scored 7.7",Good,932
Hotel,96.0,Gran Hotel Luna de Granada,US$830,"8.5
Scored 8.5",Very Good,"9,442"
Hotel,96.0,Meliá Granada,"US$2,508","8.2
Scored 8.2",Very Good,"1,953"
Hotel,96.0,Porcel Alixares,US$757,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,96.0,Hotel Casa Palacete Tablas,"US$1,099","9.0
Scored 9.0",Wonderful,61
Hotel,96.0,Sercotel Granada Suites,"US$1,074","9.2
Scored 9.2",Wonderful,"1,849"
Hotel,96.0,Porcel Sabica,US$766,"8.3
Scored 8.3",Very Good,"4,415"
Hotel,96.0,Hotel Molinos,US$814,"8.0
Scored 8.0",Very Good,"2,691"
Hotel,96.0,Hotel Macià Real De La Alhambra,US$566,"8.5
Scored 8.5",Very Good,"5,084"
Hotel,96.0,Alhambra Palace Hotel,"US$3,157","8.7
Scored 8.7",Excellent,"1,489"
Hotel,96.0,Hospes Palacio de los Patos,"US$3,708","8.6
Scored 8.6",Excellent,"1,276"
Hotel,96.0,Hostal Arriola,US$869,"8.4
Scored 8.4",Very Good,777
Hotel,96.0,Hotel Universal,US$738,"7.8
Scored 7.8",Good,"4,590"
Hotel,96.0,Bubaqia House - Suites Boutique,"US$1,047","9.8
Scored 9.8",Exceptional,17
Hotel,96.0,Suites Gran Vía 44,US$748,"9.0
Scored 9.0",Wonderful,"1,098"
Hotel,96.0,Barceló Carmen Granada,"US$1,548","9.0
Scored 9.0",Wonderful,"1,174"
Hotel,96.0,Hostal Viena Plaza Nueva,US$678,"7.3
Scored 7.3",Good,352
Hotel,96.0,Barceló Granada Congress,"US$1,064","8.5
Scored 8.5",Very Good,"4,974"
Hotel,96.0,Hotel Granada Center,"US$1,110","9.1
Scored 9.1",Wonderful,"8,515"
Hotel,96.0,Hotel Andalucía Center,US$932,"8.8
Scored 8.8",Excellent,"7,183"
Hotel,96.0,Vincci Albayzin,"US$1,254","8.5
Scored 8.5",Very Good,"5,360"
Hotel,96.0,Catalonia Granada,"US$1,151","8.9
Scored 8.9",Excellent,"4,054"
Hotel,96.0,Occidental Granada,"US$1,173","8.7
Scored 8.7",Excellent,"3,125"
Hotel,96.0,Hotel Saray,"US$1,186","8.4
Scored 8.4",Very Good,"9,655"
Hotel,96.0,Allegro Granada,US$999,"8.6
Scored 8.6",Excellent,"4,142"
Hotel,96.0,Eurostars Gran Via,"US$1,818","8.6
Scored 8.6",Excellent,"2,149"
Hotel,96.0,Room Mate Leo,"US$1,439","8.8
Scored 8.8",Excellent,"4,316"
Apartamentos,95.0,Casa Montalbán Apartamentos Turísticos,"US$1,140","8.3
Scored 8.3",Very Good,503
Apartamentos,95.0,My Granada Garden - Apartamento Orquídea,"US$1,036","9.5
Scored 9.5",Exceptional,82
Apartamentos,95.0,Luxury Alhambra Penthouse Collection,US$967,"8.6
Scored 8.6",Excellent,643
Apartamentos,95.0,Chezmoihomes Plaza Nueva Luxury,US$979,"8.5
Scored 8.5",Very Good,76
Apartamentos,95.0,Be Free Granada,US$658,"8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,95.0,Apartamentos Boutique Granada 3000,"US$1,089","8.4
Scored 8.4",Very Good,"1,093"
Apartamentos,95.0,Apartamentos Correo Viejo de Granada,"US$1,374","8.5
Scored 8.5",Very Good,805
Apartamentos,95.0,Bib Rambla Luxury Apartments by Apolo Homes,"US$2,382","9.4
Scored 9.4",Wonderful,250
Apartamentos,95.0,Apartamentos Turísticos Centro,US$886,"8.7
Scored 8.7",Excellent,307
Apartamentos,95.0,Chezmoihomes Plaza Nueva Deluxe,"US$1,256","9.0
Scored 9.0",Wonderful,279
Apartamentos,95.0,EnjoyGranada LUJO Piscina y Parking,US$846,"9.1
Scored 9.1",Wonderful,154
Apartamentos,95.0,Carmen Vistas de la Alhambra,US$890,"7.7
Scored 7.7",Good,932
Apartamentos,95.0,Chezmoihomes Apartment Cathedral 2 dormitorios,US$979,"8.4
Scored 8.4",Very Good,86
Apartamentos,95.0,Apartamento Fajalauza Albaicín,US$495,-,-,-
Apartamentos,95.0,Precioso y Céntrico Apartamento Gran Capitán 5,US$838,"9.2
Scored 9.2",Wonderful,64
Apartamentos,95.0,Palacio Dorobe,"US$1,102","8.2
Scored 8.2",Very Good,212
Apartamentos,95.0,Arabial Deluxe,US$564,"8.7
Scored 8.7",Excellent,135
Apartamentos,95.0,Carmen de Vidal - Un mirador a la Alhambra,"US$1,531","9.4
Scored 9.4",Wonderful,166
Apartamentos,95.0,BnS Dauro Suites,US$898,"9.1
Scored 9.1",Wonderful,229
Apartamentos,95.0,Pisito del gorrión,US$619,"9.5
Scored 9.5",Exceptional,54
Apartamentos,95.0,Apartamentos de Isabella,"US$1,145","8.5
Scored 8.5",Very Good,863
Apartamentos,95.0,Precioso Piso en pleno centro de Granada,US$801,"8.5
Scored 8.5",Very Good,54
Apartamentos,95.0,Apartaments Center 2 bedrooms,"US$1,238","8.5
Scored 8.5",Very Good,271
Apartamentos,95.0,Comfort and beauty for you in Granada - Beahost,US$677,-,-,-
Apartamentos,95.0,Chezmoihomes Plaza Nueva Premium,US$919,"8.9
Scored 8.9",Excellent,36
Hotel,96.0,Hotel Molinos,US$896,"8.0
Scored 8.0",Very Good,"2,691"
Hotel,96.0,Meliá Granada,"US$2,861","8.2
Scored 8.2",Very Good,"1,953"
Hotel,96.0,Porcel Navas,"US$1,194","8.7
Scored 8.7",Excellent,"2,145"
Hotel,96.0,Hotel Casa Palacete Tablas,"US$1,881","9.0
Scored 9.0",Wonderful,61
Hotel,96.0,Gran Hotel Luna de Granada,"US$1,374","8.5
Scored 8.5",Very Good,"9,442"
Hotel,96.0,Sercotel Granada Suites,"US$2,148","9.2
Scored 9.2",Wonderful,"1,849"
Hotel,96.0,Hotel Andalucía Center,"US$1,075","8.8
Scored 8.8",Excellent,"7,183"
Hotel,96.0,Porcel Alixares,"US$1,151","8.4
Scored 8.4",Very Good,"9,280"
Hotel,96.0,Hotel Granada Center,"US$1,349","9.1
Scored 9.1",Wonderful,"8,515"
Hotel,96.0,Áurea Catedral by Eurostars Hotel Company,"US$2,033","9.2
Scored 9.2",Wonderful,"5,624"
Hotel,96.0,Presidente,"US$1,268","7.7
Scored 7.7",Good,"1,332"
Hotel,96.0,Occidental Granada,"US$1,466","8.7
Scored 8.7",Excellent,"3,125"
Hotel,96.0,Hotel Tent Granada,"US$1,314","8.4
Scored 8.4",Very Good,"4,803"
Hotel,96.0,Eurostars Puerta Real,"US$1,812","8.9
Scored 8.9",Excellent,"4,056"
Hotel,96.0,Porcel Sabica,"US$1,174","8.3
Scored 8.3",Very Good,"4,415"
Hotel,96.0,Hotel Mercader de Sedas,"US$1,797","8.5
Scored 8.5",Very Good,"2,090"
Hotel,96.0,Allegro Granada,"US$1,199","8.6
Scored 8.6",Excellent,"4,142"
Hotel,96.0,Áurea Washington Irving by Eurostars Hotel Company,"US$2,405","8.9
Scored 8.9",Excellent,"2,629"
Hotel,96.0,Barceló Granada Congress,"US$1,469","8.5
Scored 8.5",Very Good,"4,974"
Hotel,96.0,Suites Gran Vía 44,"US$1,627","9.0
Scored 9.0",Wonderful,"1,098"
Hotel,96.0,Hospes Palacio de los Patos,"US$3,849","8.6
Scored 8.6",Excellent,"1,276"
Hotel,96.0,Hotel Los Girasoles,"US$1,349","7.2
Scored 7.2",Good,74
Hotel,96.0,Alhambra Palace Hotel,"US$4,673","8.7
Scored 8.7",Excellent,"1,489"
Hotel,96.0,Hostal Arriola,"US$1,454","8.4
Scored 8.4",Very Good,777
Hotel,96.0,Hostal Viena Plaza Nueva,"US$1,165","7.3
Scored 7.3",Good,352
Apartamentos,96.0,Apartamentos Boutique Granada 3000,"US$1,642","8.4
Scored 8.4",Very Good,"1,093"
Apartamentos,96.0,Apartamentos Turísticos Centro,"US$1,218","8.7
Scored 8.7",Excellent,307
Apartamentos,96.0,Luxury Alhambra Penthouse Collection,"US$1,626","8.6
Scored 8.6",Excellent,643
Apartamentos,96.0,Be Free Granada,"US$1,196","8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,96.0,Mosaiko Homes Catedral Granada,"US$2,340","9.5
Scored 9.5",Exceptional,"1,015"
Apartamentos,96.0,EnjoyGranada LUJO Piscina y Parking,"US$1,346","9.1
Scored 9.1",Wonderful,154
Apartamentos,96.0,Sercotel Granada Suites,"US$2,148","9.2
Scored 9.2",Wonderful,"1,849"
Apartamentos,96.0,C&V Apartamentos - Horno de Marina,"US$1,241","8.3
Scored 8.3",Very Good,"1,257"
Apartamentos,96.0,HNN GRANADA,"US$1,574","9.7
Scored 9.7",Exceptional,473
Apartamentos,96.0,PATIOdeLUZ - Stylish apartments in Párraga 13,"US$1,561","9.5
Scored 9.5",Exceptional,464
Apartamentos,96.0,Palacio Dorobe,"US$1,725","8.2
Scored 8.2",Very Good,212
Apartamentos,96.0,Apartamentos de Isabella,"US$1,681","8.5
Scored 8.5",Very Good,863
Apartamentos,96.0,Villa a los pies de la Alhambra,"US$3,147","8.3
Scored 8.3",Very Good,21
Apartamentos,96.0,Moderno Apartamento en Centro de Granada,"US$1,699","7.6
Scored 7.6",Good,123
Apartamentos,96.0,El Ladrón De Agua Palacete,"US$3,049",-,-,-
Apartamentos,96.0,Apartamento Recogidas 39,US$875,"7.6
Scored 7.6",Good,54
Apartamentos,96.0,Apartamento Fajalauza Albaicín,US$912,-,-,-
Apartamentos,96.0,Duplex Lux Escudo del Carmen,"US$1,175","8.5
Scored 8.5",Very Good,26
Apartamentos,96.0,Casa Grande con piscina para familias,"US$2,124",-,-,-
Apartamentos,96.0,N&V San Anton,"US$1,325","9.4
Scored 9.4",Wonderful,66
Apartamentos,96.0,Preciosa vivienda con gran terraza muy luminoso,"US$1,003","8.5
Scored 8.5",Very Good,28
Apartamentos,96.0,"LA CASA DE LOS PINTORES, junto al centro de Granada","US$1,466","9.5
Scored 9.5",Exceptional,98
Apartamentos,96.0,Apartamento centro,US$928,"10
Scored 10",Exceptional,1
Apartamentos,96.0,tuGuest Alhambra house,"US$1,381","8.5
Scored 8.5",Very Good,11
Apartamentos,96.0,Ideal House to get to know Granada,"US$2,760",-,-,-
Hotel,97.0,Gran Hotel Luna de Granada,"US$1,535","8.5
Scored 8.5",Very Good,"9,442"
Hotel,97.0,Meliá Granada,"US$4,116","8.2
Scored 8.2",Very Good,"1,953"
Hotel,97.0,Sercotel Granada Suites,"US$2,148","9.2
Scored 9.2",Wonderful,"1,849"
Hotel,97.0,Suites Gran Vía 44,"US$1,495","9.0
Scored 9.0",Wonderful,"1,098"
Hotel,97.0,Hostal Arriola,"US$1,454","8.4
Scored 8.4",Very Good,777
Hotel,97.0,Hotel Universal,"US$1,319","7.8
Scored 7.8",Good,"4,590"
Hotel,97.0,Bubaqia House - Suites Boutique,"US$2,124","9.8
Scored 9.8",Exceptional,17
Hotel,97.0,Barceló Carmen Granada,"US$2,807","9.0
Scored 9.0",Wonderful,"1,174"
Hotel,97.0,Hotel Casa Palacete Tablas,"US$2,199","9.0
Scored 9.0",Wonderful,61
Hotel,97.0,Hotel Andalucía Center,"US$1,541","8.8
Scored 8.8",Excellent,"7,183"
Hotel,97.0,Occidental Granada,"US$1,982","8.7
Scored 8.7",Excellent,"3,125"
Hotel,97.0,Hotel Macià Real De La Alhambra,"US$1,371","8.5
Scored 8.5",Very Good,"5,084"
Hotel,97.0,Room Mate Leo,"US$2,173","8.8
Scored 8.8",Excellent,"4,316"
Hotel,97.0,Áurea Catedral by Eurostars Hotel Company,"US$2,769","9.2
Scored 9.2",Wonderful,"5,624"
Hotel,97.0,Barceló Granada Congress,"US$1,958","8.5
Scored 8.5",Very Good,"4,974"
Hotel,97.0,Eurostars Puerta Real,"US$2,572","8.9
Scored 8.9",Excellent,"4,056"
Hotel,97.0,Allegro Granada,"US$1,698","8.6
Scored 8.6",Excellent,"4,142"
Hotel,97.0,Presidente,"US$1,853","7.7
Scored 7.7",Good,"1,332"
Hotel,97.0,Hospes Palacio de los Patos,"US$4,910","8.6
Scored 8.6",Excellent,"1,276"
Hotel,97.0,Alhambra Palace Hotel,"US$6,204","8.7
Scored 8.7",Excellent,"1,489"
Hotel,97.0,Hotel Los Girasoles,"US$1,876","7.2
Scored 7.2",Good,74
Hotel,97.0,Khu Hotel,"US$2,466","8.1
Scored 8.1",Very Good,"1,326"
Hotel,97.0,Hotel Granada Center,"US$1,904","9.1
Scored 9.1",Wonderful,"8,515"
Hotel,97.0,Leonardo Hotel Granada,"US$1,424","8.2
Scored 8.2",Very Good,"1,128"
Hotel,97.0,Áurea Washington Irving by Eurostars Hotel Company,"US$3,375","8.9
Scored 8.9",Excellent,"2,629"
Apartamentos,97.0,My Granada Garden - Apartamento Orquídea,"US$1,110","9.5
Scored 9.5",Exceptional,82
Apartamentos,97.0,Duplex Lux Escudo del Carmen,"US$1,175","8.5
Scored 8.5",Very Good,26
Apartamentos,97.0,N&V San Anton,"US$1,325","9.4
Scored 9.4",Wonderful,66
Apartamentos,97.0,Preciosa vivienda con gran terraza muy luminoso,"US$1,003","8.5
Scored 8.5",Very Good,28
Apartamentos,97.0,Apartamento centro,US$928,"10
Scored 10",Exceptional,1
Apartamentos,97.0,Vintage Granada,US$928,-,-,-
Apartamentos,97.0,APARTAMENTOS LA MARIANA II,"US$1,547",-,-,-
Apartamentos,97.0,Apartamento Palacio céntrico y silencioso 4-8 personas,"US$1,750",-,-,-
Apartamentos,97.0,Apartamentos Reina Isabel,"US$2,098","9.3
Scored 9.3",Wonderful,26
Apartamentos,97.0,El Refugio De Noa,US$961,-,-,-
Apartamentos,97.0,Casa Benzambra,US$917,-,-,-
Apartamentos,97.0,tuGuest Alhambra house,"US$1,381","8.5
Scored 8.5",Very Good,11
Apartamentos,97.0,Apartamentos Boutique Granada 3000,"US$1,824","8.4
Scored 8.4",Very Good,"1,093"
Apartamentos,97.0,Apartamentos Correo Viejo de Granada,"US$2,700","8.5
Scored 8.5",Very Good,805
Apartamentos,97.0,Apartamentos Turísticos Centro,"US$1,218","8.7
Scored 8.7",Excellent,307
Apartamentos,97.0,Luxury Alhambra Penthouse Collection,"US$1,761","8.6
Scored 8.6",Excellent,643
Apartamentos,97.0,Be Free Granada,"US$1,196","8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,97.0,Mosaiko Homes Catedral Granada,"US$2,340","9.5
Scored 9.5",Exceptional,"1,015"
Apartamentos,97.0,EnjoyGranada LUJO Piscina y Parking,"US$1,403","9.1
Scored 9.1",Wonderful,154
Apartamentos,97.0,Chezmoihomes Plaza Nueva Luxury,"US$1,988","8.5
Scored 8.5",Very Good,76
Apartamentos,97.0,Apartamento Fajalauza Albaicín,US$912,-,-,-
Apartamentos,97.0,PATIOdeLUZ - Stylish apartments in Párraga 13,"US$1,561","9.5
Scored 9.5",Exceptional,464
Apartamentos,97.0,Palacio Dorobe,"US$1,725","8.2
Scored 8.2",Very Good,212
Apartamentos,97.0,HNN GRANADA,"US$1,663","9.7
Scored 9.7",Exceptional,473
Apartamentos,97.0,Apartamentos de Isabella,"US$1,862","8.5
Scored 8.5",Very Good,863
Hotel,96.0,Hotel Casa Palacete Tablas,"US$2,199","9.0
Scored 9.0",Wonderful,61
Hotel,96.0,Meliá Granada,"US$4,132","8.2
Scored 8.2",Very Good,"1,953"
Hotel,96.0,Gran Hotel Luna de Granada,"US$1,607","8.5
Scored 8.5",Very Good,"9,442"
Hotel,96.0,Sercotel Granada Suites,"US$2,148","9.2
Scored 9.2",Wonderful,"1,849"
Hotel,96.0,Suites Gran Vía 44,"US$1,759","9.0
Scored 9.0",Wonderful,"1,098"
Hotel,96.0,Hospes Palacio de los Patos,"US$5,077","8.6
Scored 8.6",Excellent,"1,276"
Hotel,96.0,Bubaqia House - Suites Boutique,"US$2,124","9.8
Scored 9.8",Exceptional,17
Hotel,96.0,Hostal Arriola,"US$1,872","8.4
Scored 8.4",Very Good,777
Hotel,96.0,Porcel Navas,"US$1,702","8.7
Scored 8.7",Excellent,"2,145"
Hotel,96.0,Hotel Andalucía Center,"US$1,541","8.8
Scored 8.8",Excellent,"7,183"
Hotel,96.0,Hotel Granada Center,"US$1,904","9.1
Scored 9.1",Wonderful,"8,515"
Hotel,96.0,Áurea Catedral by Eurostars Hotel Company,"US$2,769","9.2
Scored 9.2",Wonderful,"5,624"
Hotel,96.0,Occidental Granada,"US$2,052","8.7
Scored 8.7",Excellent,"3,125"
Hotel,96.0,Porcel Alixares,"US$1,621","8.4
Scored 8.4",Very Good,"9,280"
Hotel,96.0,Eurostars Puerta Real,"US$2,572","8.9
Scored 8.9",Excellent,"4,056"
Hotel,96.0,Presidente,"US$1,853","7.7
Scored 7.7",Good,"1,332"
Hotel,96.0,Hotel Mercader de Sedas,"US$2,698","8.5
Scored 8.5",Very Good,"2,090"
Hotel,96.0,Áurea Washington Irving by Eurostars Hotel Company,"US$3,375","8.9
Scored 8.9",Excellent,"2,629"
Hotel,96.0,Porcel Sabica,"US$1,659","8.3
Scored 8.3",Very Good,"4,415"
Hotel,96.0,Barceló Granada Congress,"US$2,001","8.5
Scored 8.5",Very Good,"4,974"
Hotel,96.0,Hotel Los Girasoles,"US$1,964","7.2
Scored 7.2",Good,74
Hotel,96.0,Leonardo Hotel Granada,"US$1,489","8.2
Scored 8.2",Very Good,"1,128"
Hotel,96.0,Hostal Viena Plaza Nueva,"US$1,673","7.3
Scored 7.3",Good,352
Hotel,96.0,Barceló Carmen Granada,"US$2,877","9.0
Scored 9.0",Wonderful,"1,174"
Hotel,96.0,Hotel Universal,"US$1,770","7.8
Scored 7.8",Good,"4,590"
Apartamentos,73.0,Apartamentos VITA CENTER,US$261,"9.3
Scored 9.3",Wonderful,348
Apartamentos,73.0,tuGuest San Gil Apartments,US$349,"8.9
Scored 8.9",Excellent,295
Apartamentos,73.0,Caleffa Triunfo 1,US$274,"10
Scored 10",Exceptional,5
Apartamentos,73.0,BiBo Suites Real Chancilleria,US$365,"9.5
Scored 9.5",Exceptional,"2,022"
Apartamentos,73.0,La Tinaja del Realejo,US$293,"9.2
Scored 9.2",Wonderful,458
Apartamentos,73.0,Rooms Plaza Nueva,US$152,"7.5
Scored 7.5",Good,90
Apartamentos,73.0,Apartamentos Vado - Realejo histórico,US$257,"8.6
Scored 8.6",Excellent,69
Apartamentos,73.0,Apartamentos Recogidas,US$244,"8.9
Scored 8.9",Excellent,137
Apartamentos,73.0,Alh Patio Apartamentos,US$313,"9.0
Scored 9.0",Wonderful,395
Apartamentos,73.0,Patio Zahorí Granada Centro,US$314,"9.1
Scored 9.1",Wonderful,71
Apartamentos,73.0,PATIOdeLUZ - Stylish apartments in Párraga 13,US$368,"9.5
Scored 9.5",Exceptional,464
Apartamentos,73.0,Casa Miravalle Darro,US$290,"9.0
Scored 9.0",Wonderful,"1,398"
Apartamentos,73.0,Suites Bola de Oro,US$220,"8.7
Scored 8.7",Excellent,92
Apartamentos,73.0,Apartamento céntrico en Granada,US$261,"9.1
Scored 9.1",Wonderful,100
Apartamentos,73.0,MOLINO CORTEZA BONITO BAJO Granada centro,US$252,"8.9
Scored 8.9",Excellent,46
Apartamentos,73.0,PATIO de SOMBRA · Urban Suites,US$330,"9.3
Scored 9.3",Wonderful,19
Apartamentos,73.0,Suites 18,US$383,"9.1
Scored 9.1",Wonderful,35
Apartamentos,73.0,Bonito apartamento en Albaicin,US$239,"8.8
Scored 8.8",Excellent,51
Apartamentos,73.0,Real de Cartuja Apartments & Suites,US$264,"8.5
Scored 8.5",Very Good,"1,740"
Apartamentos,73.0,"Palacete 1620, Premium Suites, Only adults",US$551,"9.3
Scored 9.3",Wonderful,784
Apartamentos,73.0,C&V Apartamentos - Horno de Marina,US$280,"8.3
Scored 8.3",Very Good,"1,257"
Apartamentos,73.0,Aile Granada,US$275,"8.1
Scored 8.1",Very Good,23
Apartamentos,73.0,Palacio Cabrera - Lillo,US$368,"9.1
Scored 9.1",Wonderful,"2,374"
Apartamentos,73.0,Tina Home,US$402,"8.9
Scored 8.9",Excellent,505
Apartamentos,73.0,Be Free Granada,US$226,"8.2
Scored 8.2",Very Good,"3,331"
Hotel,94.0,Boutique Hotel Luna Granada Centro,US$427,"9.1
Scored 9.1",Wonderful,"1,037"
Hotel,94.0,Meliá Granada,US$717,"8.2
Scored 8.2",Very Good,"1,953"
Hotel,94.0,Porcel Alixares,US$217,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,94.0,Áurea Catedral by Eurostars Hotel Company,US$464,"9.2
Scored 9.2",Wonderful,"5,624"
Hotel,94.0,Casa de Reyes,US$277,"8.8
Scored 8.8",Excellent,"1,617"
Hotel,94.0,Porcel Sabica,US$225,"8.3
Scored 8.3",Very Good,"4,415"
Hotel,94.0,Occidental Granada,US$268,"8.7
Scored 8.7",Excellent,"3,125"
Hotel,94.0,Room Mate Leo,US$387,"8.8
Scored 8.8",Excellent,"4,316"
Hotel,94.0,Crisol Guadalupe,US$252,"8.5
Scored 8.5",Very Good,"4,696"
Hotel,94.0,Hotel Macià Monasterio de los Basilios,US$279,"8.1
Scored 8.1",Very Good,"2,708"
Hotel,94.0,Hotel Saray,US$295,"8.4
Scored 8.4",Very Good,"9,655"
Hotel,94.0,Hotel Macià Granada Five Senses Rooms & Suites,US$352,"8.6
Scored 8.6",Excellent,"4,683"
Hotel,94.0,Gran Hotel Luna de Granada,US$290,"8.5
Scored 8.5",Very Good,"9,442"
Hotel,94.0,Eurostars Puerta Real,US$410,"8.9
Scored 8.9",Excellent,"4,056"
Hotel,94.0,Hotel Macià Real De La Alhambra,US$208,"8.5
Scored 8.5",Very Good,"5,084"
Hotel,94.0,Hotel Cedran,US$195,"7.8
Scored 7.8",Good,"2,088"
Hotel,94.0,Barceló Carmen Granada,US$378,"9.0
Scored 9.0",Wonderful,"1,174"
Hotel,94.0,Hotel Los Girasoles,US$205,"7.2
Scored 7.2",Good,74
Hotel,94.0,Porcel Navas,US$323,"8.7
Scored 8.7",Excellent,"2,145"
Hotel,94.0,Gala Placida 1923,US$195,"7.0
Scored 7.0",Good,"4,005"
Hotel,94.0,Hotel Macià Cóndor,US$229,"7.7
Scored 7.7",Good,"1,834"
Hotel,94.0,Exe Triunfo Granada,US$231,"8.0
Scored 8.0",Very Good,"2,728"
Hotel,94.0,Barceló Granada Congress,US$317,"8.5
Scored 8.5",Very Good,"4,974"
Hotel,94.0,YIT Casablanca,US$218,"7.5
Scored 7.5",Good,"3,853"
Hotel,94.0,Ibis Granada,US$192,"8.3
Scored 8.3",Very Good,"4,323"
Hotel,94.0,Eurostars Gran Via,US$470,"8.6
Scored 8.6",Excellent,"2,149"
Apartamentos,78.0,Chezmoihomes Plaza Nueva Luxury,US$409,"8.5
Scored 8.5",Very Good,76
Apartamentos,78.0,La Tinaja del Realejo,US$293,"9.2
Scored 9.2",Wonderful,458
Apartamentos,78.0,Real de Cartuja Apartments & Suites,US$329,"8.5
Scored 8.5",Very Good,"1,740"
Apartamentos,78.0,Casa Palacio López Daza,US$366,"9.0
Scored 9.0",Wonderful,383
Apartamentos,78.0,tuGuest San Gil Apartments,US$452,"8.9
Scored 8.9",Excellent,295
Apartamentos,78.0,Apartamentos Granata,US$329,"8.7
Scored 8.7",Excellent,308
Apartamentos,78.0,BiBo Suites Real Chancilleria,US$487,"9.5
Scored 9.5",Exceptional,"2,022"
Apartamentos,78.0,numa I Vega Apartments,US$329,"8.2
Scored 8.2",Very Good,"1,855"
Apartamentos,78.0,Apartamentos Montesclaros,US$352,"8.9
Scored 8.9",Excellent,665
Apartamentos,78.0,Sercotel Granada Suites,US$635,"9.2
Scored 9.2",Wonderful,"1,849"
Apartamentos,78.0,Pepa Home,US$500,"8.9
Scored 8.9",Excellent,608
Apartamentos,78.0,Apartamentos Inside Paseo de los Tristes,US$334,"8.5
Scored 8.5",Very Good,456
Apartamentos,78.0,Nest Flats Granada,US$337,"8.5
Scored 8.5",Very Good,"1,710"
Apartamentos,78.0,Palacio Cabrera - Lillo,US$433,"9.1
Scored 9.1",Wonderful,"2,374"
Apartamentos,78.0,C&V Apartamentos - Horno de Marina,US$328,"8.3
Scored 8.3",Very Good,"1,257"
Apartamentos,78.0,Be Free Granada,US$283,"8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,78.0,Apartamentos Boutique Granada 3000,US$426,"8.4
Scored 8.4",Very Good,"1,093"
Apartamentos,78.0,BiBo Suites Gran Vía,US$474,"9.0
Scored 9.0",Wonderful,"3,300"
Apartamentos,78.0,Bonito Loft San Miguel Centro Catedral Wifi,US$284,"9.0
Scored 9.0",Wonderful,31
Apartamentos,78.0,PATIOdeLUZ - Stylish apartments in Párraga 13,US$472,"9.5
Scored 9.5",Exceptional,464
Apartamentos,78.0,Central Deluxe Apartments by Apolo Homes,US$745,"9.0
Scored 9.0",Wonderful,119
Apartamentos,78.0,Domus Apartamentos Granada con parking gratuito en pleno centro,US$577,"9.4
Scored 9.4",Wonderful,"1,463"
Apartamentos,78.0,Genteel Home Campo del Príncipe,US$358,"8.7
Scored 8.7",Excellent,425
Apartamentos,78.0,BiBo Suites Plaza Nueva,US$481,"9.2
Scored 9.2",Wonderful,"2,884"
Apartamentos,78.0,DreamStay - Oficios Apartamento,US$489,-,-,-
